otherCatalogNumbers,CatalogNumbers,institutionCode,collectionCode,basisOfRecord,typeStatus,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank,identificationQualifier,identifiedBy,decimalLatitude,decimalLongitude,country,stateProvince,macroRegion,eventDate,locality,recordedBy,associatedSequences
MH757611,MH757611,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757611
MH757555,MH757555,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757555
MH757564,MH757564,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757564
MH757585,MH757585,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757585
MH757618,MH757618,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757618
MH757628,MH757628,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757628
MH757576,MH757576,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757576
MH757615,MH757615,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757615
MH757598,MH757598,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757598
MH757596,MH757596,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757596
MH757603,MH757603,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757603
MH757602,MH757602,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757602
MH757560,MH757560,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757560
MH757601,MH757601,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757601
MH757620,MH757620,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757620
MH757509,MH757509,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757509
MH757485,MH757485,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Guiana,NA,NA,NA,MH757485
MH757475,MH757475,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Guiana,NA,NA,NA,MH757475
MH757479,MH757479,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Guiana,NA,NA,NA,MH757479
MH757470,MH757470,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Guiana,NA,NA,NA,MH757470
MH757465,MH757465,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Guiana,NA,NA,NA,MH757465
MH757469,MH757469,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Guiana,NA,NA,NA,MH757469
